23,420909560896,3.6
23,420908814881,5.0
23,420908814881,5.0
23,420909291775,3.2
23,420909515013,4.6
23,420909515013,4.6
23,420907914659,3.2
23,420909004735,3.2
23,420909365241,3.2
25,420909478193,3.2
121,420909517609,4.0
121,420908472412,3.4
121,420909310683,4.6
121,420909443778,3.2
121,420907902341,3.2
121,420908256951,3.4
121,420908396581,3.2
121,420909189001,3.4
121,420909411342,4.8
121,420909351898,3.2
121,420908953742,4.8
121,420908391114,3.2
121,420909200965,3.2
121,420908362001,3.4
121,420908613947,3.8
121,420909484745,4.2
121,420909003431,3.2
121,420908310097,3.2
121,420909364425,3.4
121,420909562983,3.2
121,420909387088,3.4
121,420908320061,3.2
121,420909561130,3.4
121,420909551102,3.2
121,420908253302,4.4
121,420909149030,3.4
121,420909415752,3.6
121,420909415752,3.6
121,420908378161,3.4
121,420909083171,4.0
121,420909139229,3.4
121,420909083148,4.0
137,420909288256,3.2
137,420907884975,3.4
137,420908090287,3.4
137,420907884978,3.2
137,420908597005,3.2
175,420909416176,4.4
175,420909380925,3.2
175,420909495092,3.2
175,420909372686,3.2
175,420909196690,3.4
175,420909196690,3.4
175,420909196781,3.2
175,420909478501,3.4
186,420908333938,3.2
221,420909179104,3.2
221,420909146583,3.2
221,420908585213,3.2
221,420909178572,3.4
322,420909436344,3.4
322,420909436344,3.4
322,420909483395,3.2
322,420909310682,3.8
322,420909116977,3.6
322,420909593262,3.2
322,420909588201,3.2
322,420909299730,3.2
334,420909210524,3.4
334,420908605140,3.4
334,420908605140,3.4
339,420908747782,4.4
339,420909210524,3.4
339,420909057499,3.4
339,420909045269,4.0
339,420909595980,3.4
339,420909609635,3.6
339,420908559776,3.4
339,420909488087,3.2
339,420908326445,3.2
339,420909493861,3.6
339,420909072549,3.8
339,420909124629,3.4
339,420909129150,3.6
339,420908747806,3.6
339,420909599718,3.4
339,420909045937,4.4
339,420909041213,3.6
339,420908770038,4.0
339,420908913511,3.2
339,420909599717,3.4
339,420909567201,3.6
339,420909070849,4.0
351,420909560935,3.2
351,420909485419,3.2
351,420909550709,3.2
351,420909551184,3.2
351,420909485786,3.2
351,420909560807,3.2
351,420909309097,3.2
351,420909367796,3.4
351,420909085731,3.4
351,420909085731,3.4
351,420909260400,3.2
388,420908326881,3.2
388,420908337456,3.4
388,420908374146,3.2
388,420909517604,3.2
388,420909282987,3.2
388,420909407659,3.2
388,420908841719,3.2
388,420908872745,3.4
389,420908482960,3.2
389,420908098039,3.2
389,420908333858,3.4
389,420907820488,3.2
389,420908180690,3.2
428,420908945831,3.4
428,420908617225,3.2
428,420908275614,3.2
442,420909594283,3.2
442,420909379179,3.2
442,420909411221,3.2
442,420908839864,3.4
442,420909591158,3.2
442,420909543156,3.2
442,420909173818,3.6
491,420909506377,3.4
491,420909373727,3.2
491,420908875773,3.2
491,420909513715,3.6
491,420909417834,3.4
491,420909508241,3.2
491,420909538810,3.4
491,420909443033,4.0
491,420909464052,3.4
491,420909381428,3.2
491,420909153071,3.2
491,420908761763,3.2
491,420909513716,3.2
491,420908978764,3.6
491,420909314215,3.4
491,420909505070,3.2
491,420909513713,3.2
521,420909026155,3.4
521,420909185579,3.2
521,420909226664,3.4
521,420909414932,3.2
521,420908840580,3.2
663,420909019831,3.4
663,420909019831,3.4
